Wavelength, Absorbance
380.5,0.02369419577
381.6,0.02450206205
382.8,0.02865349183
383.9,0.02523141274
385.1,0.03019272624
386.2,0.0377202612
387.4,0.0462844249
388.5,0.0536826582
389.7,0.05467211773
390.8,0.05563853795
392,0.05295564076
393.1,0.05665403717
394.3,0.05874535751
395.4,0.06303495396
396.6,0.06076119466
397.7,0.06032225938
398.9,0.05789717768
400,0.05969274812
401.2,0.05737929317
402.3,0.05455728098
403.5,0.05016288838
404.6,0.04627137187
405.8,0.04427835599
406.9,0.04196077843
408.1,0.04035465484
409.2,0.03789601749
410.4,0.0376309433
411.5,0.03794088082
412.7,0.03843533158
413.8,0.0397923894
415,0.04083411481
416.1,0.04162999953
417.3,0.0414850898
418.4,0.04118950044
419.6,0.04194831272
420.7,0.04135839952
421.9,0.0441644065
423,0.04513846993
424.2,0.04613380989
425.3,0.04585812839
426.5,0.04609344372
427.6,0.04738622431
428.8,0.04749282979
429.9,0.0477437277
431.1,0.04811170776
432.2,0.04843917682
433.4,0.04806736399
434.5,0.04726122231
435.7,0.04682881947
436.8,0.04892979117
438,0.05188507915
439.1,0.05311817084
440.3,0.05093912176
441.4,0.0483824732
442.6,0.04632637884
443.7,0.0459491043
444.9,0.04519796245
446,0.04545082064
447.2,0.04781947037
448.3,0.04951017029
449.5,0.04812195166
450.6,0.04468711266
451.8,0.03953474437
452.9,0.03755157871
454.1,0.03730391373
455.2,0.03786795706
456.4,0.03893885015
457.5,0.03833522203
458.7,0.03831005334
459.8,0.03822634043
461,0.03938574913
462.1,0.04106055754
463.3,0.0413503223
464.4,0.03976934006
465.6,0.03817600348
466.7,0.03709251569
467.9,0.03613208969
469,0.03688190975
470.2,0.03882802723
471.3,0.04124803985
472.5,0.04304661259
473.6,0.04290245122
474.8,0.04230328411
475.9,0.04066967503
477.1,0.04063250004
478.2,0.04099805829
479.4,0.03947093458
480.5,0.03740079204
481.7,0.03447799517
482.8,0.03413702247
484,0.0320680201
485.1,0.0314182212
486.3,0.02926423248
487.4,0.02988447969
488.6,0.02910806026
489.7,0.0281751635
490.9,0.02795937914
492,0.02744728072
493.2,0.02719434248
494.3,0.02498544027
495.5,0.0235075462
496.6,0.02344241473
497.8,0.02297289154
498.9,0.02558382701
500.1,0.02518011337
501.2,0.02652457076
502.4,0.0242867268
503.5,0.02468982869
504.6,0.02405273011
505.8,0.0231099026
506.9,0.02325286308
508.1,0.02099261016
509.2,0.02140593374
510.4,0.02043441595
511.6,0.02194885147
512.6,0.02165752705
513.7,0.02233668478
514.7,0.02364975182
515.8,0.02342255784
516.9,0.02318630957
517.9,0.02163002253
519,0.02265976592
520.1,0.02446120263
521.1,0.02421172642
522.2,0.0231529295
523.3,0.02094823942
524.3,0.0214062173
525.4,0.02188324487
526.5,0.02204141568
527.5,0.0222187423
528.6,0.02242124411
529.7,0.02179071672
530.7,0.02166834162
531.8,0.02138971164
532.9,0.02171645789
533.9,0.02162440195
535,0.02206532151
536.1,0.02073021619
537.1,0.02037936737
538.2,0.01967108484
539.2,0.02149244514
540.3,0.0205934874
541.4,0.02124748737
542.4,0.01989187772
543.5,0.02027404374
544.6,0.01925075449
545.6,0.01907935517
546.7,0.02049748992
547.8,0.02210497412
548.8,0.0219323401
549.9,0.02126007535
551,0.02013589454
552,0.02050601483
553.1,0.02090118839
554.2,0.02170234746
555.2,0.02298177805
556.3,0.022724283
557.4,0.02327754752
558.4,0.02355953043
559.5,0.02551230922
560.6,0.0263520569
561.6,0.02772173607
562.7,0.0270675963
563.7,0.02715177943
564.8,0.02664139545
565.9,0.02589908673
566.9,0.02523182176
568,0.02517931062
569.1,0.02685733357
570.1,0.02843852004
571.2,0.02867143941
572.3,0.02785303337
573.3,0.02789607947
574.4,0.02815455067
575.5,0.02823609885
576.5,0.02660212442
577.6,0.0252463746
578.7,0.02530886199
579.7,0.02577923301
580.8,0.0268154121
581.9,0.02730406307
582.9,0.02790243558
584,0.02847124495
585.1,0.02788103629
586.1,0.02666737978
587.2,0.02642336581
588.3,0.02742369213
589.3,0.02765540947
590.4,0.02877077066
591.5,0.0293180951
592.6,0.03039134092
593.6,0.02995045353
594.7,0.0295948055
595.8,0.02870687254
596.9,0.02859001772
598,0.02763556093
599,0.02876085931
600.1,0.02965607433
601.2,0.02984653199
602.3,0.02954120537
603.3,0.02861114836
604.4,0.02921045871
605.5,0.02883584909
606.6,0.02886980825
607.6,0.02907608809
608.7,0.03114564244
609.8,0.03277500651
610.9,0.03342258601
611.9,0.03304985643
613,0.03278666059
614.1,0.03299753305
615.2,0.03434801644
616.2,0.03379701646
617.3,0.03328976337
618.4,0.0312363208
619.5,0.03080877049
620.6,0.03036929149
621.6,0.0307001068
622.7,0.03146683086
623.8,0.03141978417
624.9,0.03009847834
625.9,0.02906483663
627,0.02974208428
628.1,0.02936155879
629.2,0.0304430693
630.2,0.02975664206
631.3,0.03114206077
632.4,0.03040390074
633.5,0.03152454584
634.5,0.03199354153
635.6,0.0332365773
636.7,0.03318576901
637.8,0.03471336708
638.8,0.03533056739
639.9,0.03553572939
641,0.03553540505
642.1,0.03548393911
643.1,0.03534300539
644.2,0.03500163135
645.3,0.03486428666
646.4,0.03633730617
647.5,0.03691816319
648.5,0.03777774309
649.6,0.03837365308
650.7,0.03816240628
651.8,0.03965728843
652.8,0.04106391266
653.9,0.04363401559
655,0.04406417024
656.1,0.045418425
657.1,0.04760043516
658.2,0.05050598123
659.3,0.05326598805
660.4,0.05501964614
661.4,0.05559863142
662.5,0.05611603065
663.6,0.05603662192
664.7,0.05582848012
665.7,0.05475141989
666.8,0.05270666171
667.9,0.05050209119
669,0.04807810274
670.1,0.04568924284
671.1,0.04344155445
672.2,0.04135017044
673.3,0.03996881998
674.3,0.03813024772
675.4,0.03654521409
676.5,0.03463519693
677.6,0.03298745555
678.6,0.03225606843
679.7,0.0302046667
680.8,0.02975065815
681.9,0.0284223464
682.9,0.0287785593
684,0.02938956179
685.1,0.02814046905
686.2,0.02787861574
687.2,0.027497961
688.3,0.0261509395
689.4,0.02575134781
690.4,0.02626739553
691.5,0.02635437883
692.6,0.02676351533
693.7,0.02516680506
694.7,0.02684432522
695.8,0.02797128818
696.9,0.02821349529
698,0.02914695732
699,0.02876830898
700.1,0.02922438076
701.2,0.03036389799
702.2,0.0305215773
703.3,0.03100326459
704.4,0.02945624791
705.5,0.02829877323
706.6,0.0285184519
707.7,0.02800641393
708.8,0.02901750686
709.9,0.02691921531
711,0.02689273031
712.1,0.02598320587
713.2,0.0254153945
714.3,0.02470858971
715.4,0.0237146635
716.5,0.02582900321
717.6,0.02619387171
718.8,0.02787944501
719.9,0.02731169461
721,0.02811739858
722.1,0.0290169834
723.2,0.02946911421
724.3,0.03029641328
725.4,0.03001035718
726.5,0.0328887404
727.6,0.03413652633
728.7,0.03613285997
729.8,0.03631156099
731,0.03664491604
732.1,0.03730877599
733.2,0.03591108074
734.3,0.03587750949
735.4,0.03414257812
736.5,0.03329989291
737.6,0.03204462501
738.7,0.03032962918
739.8,0.03043364963
740.9,0.02939640728
742.1,0.02982641831
743.2,0.02863190112
744.3,0.02832996908
745.4,0.02675172008
746.5,0.02560620029
747.6,0.02460084624
748.7,0.02535259724
749.8,0.02622032796
750.9,0.02654496465
752,0.02683633341
753.1,0.02724492193
754.3,0.02791916514
755.4,0.02766217182
756.5,0.02911027838
757.6,0.02968655354
758.7,0.03028008227
759.8,0.02920974579
760.9,0.02911644733
762,0.0295213281
763.1,0.03000932186
764.2,0.03154994412
765.3,0.03139338121
766.5,0.03094074355
767.6,0.02996738031
768.7,0.03075636302
769.8,0.03107059151
770.9,0.03127208198
772,0.03134185506
773.1,0.03199667528
774.2,0.03129578464
775.3,0.03020640025
776.4,0.0295431988
777.6,0.03004469755
778.7,0.02914215138
779.8,0.02825442583
780.9,0.02693412522
782,0.02623683951
783.1,0.02533994233
784.2,0.0258675998
785.3,0.02716453634
786.4,0.02762605773
787.5,0.02716057528
788.6,0.02596680939
789.8,0.02538756931
790.9,0.02405272097
792,0.02302620438
793.1,2.16E-02
794.2,0.02052244802
795.3,0.02043748817
796.4,0.0203951891
797.5,0.0212557464
798.6,0.0236050628
799.7,0.02675795041
800.8,0.02845414204
802,0.02885733174
803.1,0.02974979601
804.2,0.0297748077
805.3,0.03014577984
806.4,0.02993440258
807.5,0.0316536162
808.6,0.03137169791
809.7,0.03158160805
810.8,0.03124415694
811.9,0.03243534676
813.1,0.03154155028
814.2,0.03195971115
815.3,0.03102075133
816.4,0.0314830122
817.5,0.03005183487
818.6,0.0287134673
819.7,0.02727702348
820.8,0.02735874395
821.9,0.02745065389
823,0.02709309875
824.1,0.02582054808
825.3,0.02548182267
826.4,0.02400859016
827.5,0.02310635728
828.6,0.02151142367
829.7,0.02178072764
830.8,0.02016902595
831.9,0.02115785297
833,0.02091089302
834,0.02257039044
835.1,0.02156548089
836.1,0.02251171571
837.2,0.02306434567
838.2,0.02369223494
839.3,0.02350133216
840.3,0.0233404027
841.4,2.47E-02
842.4,0.02332938444
843.5,0.02454344994
844.5,0.0232832273
845.6,0.02497723131
846.6,0.02584191427
847.7,0.0274801405
848.7,0.02924022004
849.8,0.02921793044
850.8,0.03125128429
851.9,0.03156709127
852.9,0.03180592738
854,0.03068751653
855,0.03050808392
856.1,0.02953582885
857.1,0.02948795919
858.2,0.03060943712
859.2,0.0319602767
860.3,0.03261389566
861.4,0.03005743993
862.4,0.02719739641
863.5,0.02628215782
864.5,0.02646081389
865.6,0.02681339527
866.6,0.02434012493
867.7,0.02206637278
868.7,0.02170248834
869.8,0.02071199392
870.8,0.02041885371
871.9,0.01866321731
872.9,0.01678592285
874,0.01757032843
875,0.01766640156
876.1,0.01834828518
877.1,1.63E-02
878.2,1.53E-02
879.2,0.01524825461
880.3,0.01688660757
881.3,0.01713209019
882.4,0.01727513633
883.4,0.01720321645
884.5,0.01752222657
885.5,0.01728369775
886.6,0.01781676653
887.6,0.01889228678
888.7,0.02059199784
889.7,0.02183471211
890.8,0.02112838425
891.9,0.02127057301
892.9,0.01992780733
894,0.02024210284
895,0.02116930901
896.1,0.02009343095
897.1,0.02090668343
898.2,2.01E-02
899.2,0.01938437354
900.3,0.01837773615
