Wavelength, Absorbance
663.6,0.0421131408
664.7,0.04111541057
665.7,0.04052667444
666.8,0.03804036113
667.9,0.03668720792
669,0.03530771873
670.1,0.03438515424
671.1,0.03351165694
672.2,0.03226351112
673.3,0.0306981645
674.3,0.02893605399
675.4,0.0268960514
676.5,0.0257413905
677.6,0.02502781511
678.6,0.02487216413
679.7,0.02347725901
680.8,0.02341862025
681.9,0.02216694084
682.9,0.02219549497
684,0.02094558465
685.1,0.02038147974
686.2,0.01925302597
687.2,0.01916550051
688.3,0.0193918521
689.4,0.01996890312
690.4,0.02020002164
691.5,0.02009012423
692.6,0.01991956843
693.7,0.01875631666
694.7,0.01896645677
695.8,0.01924011777
696.9,0.01928856443
698,0.01949255599
699,0.01961412149
700.1,0.01991655372
701.2,0.01931672149
702.2,0.01898874532
703.3,0.01988172593
704.4,0.01992171449
705.5,0.01951499256
706.6,0.01880214597
707.7,0.01915576281
708.8,0.01944039407
709.9,0.01932110149
711,0.01881770785
712.1,0.01882002551
713.2,0.0188975575
714.3,0.0200633392
715.4,0.01998110065
716.5,0.01959530704
717.6,0.0184844413
718.8,0.01835444955
719.9,0.01958291342
721,0.01959291924
722.1,0.0203336588
723.2,0.01968424833
724.3,0.0198133098
725.4,0.02009959901
726.5,0.01960654194
727.6,0.02056514618
728.7,0.01947343551
729.8,0.02022636692
731,0.01991615061
732.1,0.02074183884
733.2,0.02031009467
734.3,0.02026743451
735.4,0.01982845325
736.5,0.01998840699
737.6,0.01977546573
738.7,0.01970501072
739.8,0.01989271466
740.9,0.01952110047
742.1,0.01957704853
743.2,0.0193552862
744.3,0.01991494585
745.4,0.01946716392
746.5,0.018862985
747.6,0.01805583789
748.7,0.01847027694
749.8,0.01882312813
750.9,0.01843835534
752,0.01815527963
753.1,0.01775387037
754.3,0.01811569602
755.4,0.01830304079
756.5,0.01829754025
757.6,0.01794092732
758.7,0.01736953523
759.8,0.01716307895
760.9,0.01704521074
762,0.01719137812
763.1,0.01746176483
764.2,0.01754245981
765.3,0.01778070982
766.5,0.01829362364
767.6,0.01951520372
768.7,0.02038944677
769.8,0.02153055209
770.9,0.02212811711
772,0.02337817545
773.1,0.02435661053
774.2,0.02495157339
775.3,0.02410614763
776.4,0.02348049012
777.6,0.02204913025
778.7,0.02028494285
779.8,0.01799866212
780.9,0.01697316835
782,0.01771927461
783.1,0.01883550802
784.2,0.01949896012
785.3,0.01903883741
786.4,0.01835391063
787.5,0.01767359494
788.6,0.0182410528
789.8,0.01776655057
790.9,0.01793643177
792,0.01776185142
793.1,0.01760864278
794.2,0.01729262391
795.3,0.01712776816
796.4,0.01773339324
797.5,0.01834647613
798.6,0.01791026615
799.7,0.018227242
800.8,0.01835301223
802,0.01889684954
803.1,0.01823468633
804.2,0.01809904169
805.3,0.01833177257
806.4,0.01871884438
807.5,0.01952101665
808.6,0.018924841
809.7,0.01916353783
810.8,0.01817265944
811.9,0.01887099126
813.1,0.01847452485
814.2,0.01821263013
815.3,0.01766530876
816.4,0.01894309499
817.5,0.019626771
818.6,0.0195124619
819.7,0.01902510307
820.8,0.01926837609
821.9,0.01984721711
823,0.01961070444
824.1,0.01955752745
825.3,0.01958204194
826.4,0.01904047489
827.5,0.01881801436
828.6,0.01907691156
829.7,0.01858355719
830.8,0.01862253875
831.9,0.01876426941
833,0.0193815493
834,0.02037577165
835.1,0.02035140216
836.1,0.02112915365
837.2,0.01984581168
838.2,0.01939535606
839.3,0.01959265053
840.3,0.02017548897
841.4,0.01999764306
842.4,0.0191569703
843.5,0.01920416873
844.5,0.02021123551
845.6,0.02210296903
846.6,0.02201060677
847.7,0.02212446279
848.7,0.02124185868
849.8,0.02134299561
850.8,0.0212060567
851.9,0.02074833819
852.9,0.02105783976
854,0.02114857343
855,0.02156011001
856.1,0.02223077894
857.1,0.02219879848
858.2,0.02309275335
859.2,0.02251885338
860.3,0.02331916812
861.4,0.02284549017
862.4,0.02309794188
863.5,0.02273485513
864.5,0.02350315725
865.6,0.02455115979
866.6,0.02526967053
867.7,0.02500226897
868.7,0.0253441183
869.8,0.02597918952
870.8,0.02633391971
871.9,0.02633201561
872.9,0.02687281891
874,0.02790330044
875,0.02827283096
876.1,0.02736045908
877.1,0.02729106146
878.2,0.02792502245
879.2,0.02885488691
880.3,0.02941628786
881.3,0.03011582677
882.4,0.02993744193
883.4,0.02914387548
884.5,0.02943355299
885.5,0.02990592036
886.6,0.03219795772
887.6,0.03193642427
888.7,0.03300394277
889.7,0.03393257928
890.8,0.03483425561
891.9,0.03565185193
892.9,0.0355260611
894,0.03582520962
895,0.03590277448
896.1,0.03488845414
897.1,0.03514080328
898.2,0.03544725433
899.2,0.03612024157
900.3,0.03740736005
901.3,0.03741445079
902.4,0.03767467637
903.4,0.03735397879
904.5,0.03859472862
905.5,0.04041161055
906.6,0.04117837166
907.6,0.04133656575
908.7,0.04266338261
909.7,0.04441215971
910.8,0.04598464212
911.8,0.04602428728
912.9,0.04814919606
913.9,0.04842221121
915,0.04892218718
916,0.04905110605
917.1,0.04938543018
918.1,0.05056216393
919.2,0.05056732661
920.3,0.05120762895
921.3,0.05186026675
922.4,0.05181546128
923.4,0.05251176821
924.5,0.05239397458
925.5,0.0515308898
926.6,0.05182023943
927.6,0.05195023903
928.7,0.0530073948
929.7,0.05253365049
930.8,0.05185080574
931.8,0.05081276722
932.9,0.05155607409
933.9,0.05064089242
935,0.05185399156
936,0.05055068176
937.1,0.05001998176
938.1,0.04894321251
939.2,0.04951841235
940.3,0.05121318376
941.3,0.05135364511
942.4,0.04999573728
943.4,0.05014321106
944.5,0.05077836803
945.5,0.05168875715
946.6,0.05127666947
947.6,0.05078149828
948.7,0.05074768447
949.7,0.05056478097
