Wavelength, Absorbance
380.5,-0.008236167598
381.6,-0.003593280597
382.8,0.003842697447
383.9,0.00975954678
385.1,0.003560187311
386.2,-0.002544234402
387.4,-0.006109324802
388.5,-0.005540441364
389.7,-0.003867356515
390.8,-0.001172114367
392,0.002046137997
393.1,0.004415993328
394.3,0.009034122428
395.4,0.012946871
396.6,0.01674814444
397.7,0.02246022421
398.9,0.02805053797
400,0.03331127276
401.2,0.03393967782
402.3,0.03368323443
403.5,0.03227873428
404.6,0.03132608597
405.8,0.03114428562
406.9,0.03136146783
408.1,0.03199159989
409.2,0.03230176069
410.4,0.03252409124
411.5,0.03269661666
412.7,0.03283711076
413.8,0.03296441953
415,0.03330661322
416.1,0.0337465428
417.3,0.03373217318
418.4,0.03382194862
419.6,0.03311160853
420.7,0.03250651682
421.9,0.03167913807
423,0.0322199122
424.2,0.0325594492
425.3,0.03179819906
426.5,0.03206689983
427.6,0.03203817829
428.8,0.0338341637
429.9,0.03337553535
431.1,0.03325281916
432.2,0.03225304526
433.4,0.0323545291
434.5,0.03269952516
435.7,0.03238584839
436.8,0.03094553533
438,0.02997765091
439.1,0.02937846788
440.3,0.02905816278
441.4,0.02789178808
442.6,0.02653740589
443.7,0.02509369143
444.9,0.02317521458
446,0.02076515868
447.2,0.01906638787
448.3,0.01768304301
449.5,0.01664100077
450.6,0.01520990737
451.8,0.01429292981
452.9,0.01339069752
454.1,0.0121788869
455.2,0.01158991317
456.4,0.01118452256
457.5,0.01112909176
458.7,0.01079024149
459.8,0.01045073235
461,0.009705951266
462.1,0.009202311537
463.3,0.009406428571
464.4,0.009945787876
465.6,0.010187441
466.7,0.01025549555
467.9,0.00989658134
469,0.008938848556
470.2,0.007397160256
471.3,0.006820375505
472.5,0.008253986009
473.6,0.009920965391
474.8,0.0105362013
475.9,0.008791889644
477.1,0.007418778012
478.2,0.006661364062
479.4,0.006251522589
480.5,0.006020428747
481.7,0.005662524911
482.8,0.005023393691
484,0.004005742643
485.1,0.003290208931
486.3,0.002929382096
487.4,0.002988390513
488.6,0.001932320641
489.7,0.001513544417
490.9,0.0006689642554
492,0.0009944300831
493.2,0.0008222271519
494.3,0.0006855264473
495.5,0.0007301606363
496.6,0.000371941649
497.8,-0.001032253514
498.9,-0.002274374014
500.1,-0.001582712498
501.2,-0.0003458447182
502.4,-0.000144574691
503.5,-0.001472709617
504.6,-0.0008086314564
505.8,-0.0005641471022
506.9,0.0003100481019
508.1,0.0009964072171
509.2,0.003693971459
510.4,0.005411572982
511.6,0.00546204151
512.6,0.004089780237
513.7,0.004200167328
514.7,0.004111460997
515.8,0.005228192156
516.9,0.005961805789
517.9,0.006536143451
519,0.006432404987
520.1,0.005624698226
521.1,0.005487545706
522.2,0.005944588909
523.3,0.006593661379
524.3,0.006594642164
525.4,0.005614291021
526.5,0.004056121156
527.5,0.003439747229
528.6,0.002551849112
529.7,0.002081073136
530.7,0.001342486414
531.8,0.001237250547
532.9,0.0003255372312
533.9,0.0003587728266
535,-0.000278529481
536.1,0.0001085775157
537.1,-0.0009527656891
538.2,-0.001818624699
539.2,-0.002820605414
540.3,-0.004053684672
541.4,-0.004206804697
542.4,-0.004829648521
543.5,-0.004594053622
544.6,-0.004610205939
545.6,-0.004548472779
546.7,-0.004756254391
547.8,-0.006011598248
548.8,-0.007322374869
549.9,-0.008403346112
551,-0.008128471366
552,-0.007567980234
553.1,-0.00775102649
554.2,-0.007759756135
555.2,-0.007987921115
556.3,-0.008033409951
557.4,-0.008911358941
558.4,-0.008870780598
559.5,-0.008755916852
560.6,-0.008748047745
561.6,-0.00891919462
562.7,-0.00891359843
563.7,-0.009329407272
564.8,-0.009310299567
565.9,-0.008911570647
566.9,-0.008007212511
568,-0.00872286563
569.1,-0.00942431289
570.1,-0.009684532075
571.2,-0.009573649888
572.3,-0.008833931843
573.3,-0.008996368538
574.4,-0.008682950095
575.5,-0.008145867937
576.5,-0.007884826842
577.6,-0.00775278502
578.7,-0.008067716008
579.7,-0.007903464553
580.8,-0.007822222395
581.9,-0.00864951268
582.9,-0.008618772763
584,-0.008848336045
585.1,-0.008698860366
586.1,-0.008833541838
587.2,-0.008426461822
588.3,-0.007660329109
589.3,-0.007572763211
590.4,-0.007520853689
591.5,-0.007317903993
592.6,-0.007454175262
593.6,-0.006939774278
594.7,-0.007583900968
595.8,-0.006927834617
596.9,-0.007476243547
598,-0.007378680493
599,-0.007683046273
600.1,-0.007457921943
601.2,-0.00706399242
602.3,-0.007062855285
603.3,-0.006731873135
604.4,-0.006402919417
605.5,-0.005670010636
606.6,-0.005150501487
607.6,-0.004708434023
608.7,-0.004131225367
609.8,-0.00359130786
610.9,-0.00312458222
611.9,-0.003569945022
613,-0.004431458757
614.1,-0.005023171911
615.2,-0.004644094581
616.2,-0.00422894422
617.3,-0.004766822315
618.4,-0.005181715831
619.5,-0.004966013262
620.6,-0.003677602957
621.6,-0.004092169306
622.7,-0.004278206013
623.8,-0.005713192669
624.9,-0.00540041609
625.9,-0.004950249849
627,-0.004729944853
628.1,-0.00512196239
629.2,-0.006115748956
630.2,-0.005948181335
631.3,-0.00523285285
632.4,-0.004641697382
633.5,-0.003976481216
634.5,-0.003325975392
635.6,-0.002689009439
636.7,-0.002269213066
637.8,-0.002355306146
638.8,-0.001922674831
639.9,-0.001348456223
641,-0.001242242989
642.1,-0.001208314675
643.1,-0.000852993864
644.2,-0.0001946759715
645.3,0.0001700102811
646.4,0.0007755708273
647.5,0.002298110794
648.5,0.003454697267
649.6,0.004680308473
650.7,0.005455116304
651.8,0.00662781995
652.8,0.00747783934
653.9,0.009054527803
655,0.01078078456
656.1,0.01250925379
657.1,0.01385796671
658.2,0.01456849185
659.3,0.01630412571
660.4,0.01616893924
661.4,0.01707192097
662.5,0.01623341038
663.6,0.01666231486
664.7,0.01576429859
665.7,0.01481068392
666.8,0.01342512138
667.9,0.01203314668
669,0.01063272332
670.1,0.008992798381
671.1,0.007245756003
672.2,0.005589441971
673.3,0.003092347153
674.3,0.001838769155
675.4,0.0005514179672
676.5,-0.0003063501827
677.6,-0.002042049122
678.6,-0.003471179617
679.7,-0.004807728677
680.8,-0.004949470977
681.9,-0.005515965405
682.9,-0.006107527562
684,-0.006872143033
685.1,-0.008068019875
686.2,-0.007800046882
687.2,-0.008656470355
688.3,-0.008931245744
689.4,-0.009607193775
690.4,-0.009290027534
691.5,-0.008563159056
692.6,-0.008732991147
693.7,-0.009720748422
694.7,-0.01011073614
695.8,-0.009755845202
696.9,-0.009591095434
698,-0.009858360501
699,-0.009782974977
700.1,-0.009642135122
701.2,-0.00925877478
702.2,-0.009759921698
703.3,-0.009573051617
704.4,-0.00988319967
705.5,-0.009600782881
706.6,-0.009432419734
707.7,-0.009732898573
708.8,-0.009696365192
709.9,-0.009322204658
711,-0.008634043414
712.1,-0.009167667656
713.2,-0.009978701414
714.3,-0.009942232209
715.4,-0.009267610115
716.5,-0.009413255494
717.6,-0.009710876723
718.8,-0.009704923368
719.9,-0.009172812199
721,-0.009271430843
722.1,-0.009274267403
723.2,-0.009615751767
724.3,-0.0102849198
725.4,-0.01142128632
726.5,-0.01151867433
727.6,-0.01085380991
728.7,-0.01070126912
729.8,-0.01061466021
731,-0.0110731399
732.1,-0.01013450702
733.2,-0.01011873322
734.3,-0.009416415189
735.4,-0.01030750071
736.5,-0.009844929861
737.6,-0.01037868667
738.7,-0.0104785669
739.8,-0.01142254554
740.9,-0.01150945144
742.1,-0.01117337353
743.2,-0.01079100279
