Wavelength, Absorbance
380.5,-0.003597958596
381.6,-0.002701091158
382.8,0.001192181679
383.9,-0.002065234148
385.1,-0.001652102896
386.2,-0.00195562334
387.4,-0.0004853279127
388.5,-0.001976255438
389.7,-0.0009575846761
390.8,-9.29E-05
392,0.00229137041
393.1,0.0006159393291
394.3,0.001205820993
395.4,0.0005139956097
396.6,0.00132576012
397.7,0.000307079363
398.9,0.0002176879742
400,-0.0005967750953
401.2,-0.0002888982659
402.3,0.0008457073836
403.5,0.0009652092071
404.6,0.000642260352
405.8,-6.14E-06
406.9,0.0001525967764
408.1,0.0004897010353
409.2,0.0001727847574
410.4,0.0003260222124
411.5,0.0005381529428
412.7,8.25E-05
413.8,-5.31E-05
415,0.0004394079292
416.1,0.0007268614612
417.3,0.001216530145
418.4,0.0009873075229
419.6,0.00137766031
420.7,0.001039351615
421.9,0.001411340187
423,0.0006721450354
424.2,0.0009720601106
425.3,0.0003551160785
426.5,0.0007831670558
427.6,0.00120906791
428.8,0.001662990774
429.9,0.001538135317
431.1,0.0008121885858
432.2,-4.56E-06
433.4,-0.000904021982
434.5,-0.0008524335964
435.7,-0.000686130508
436.8,0.0006939811068
438,0.000887455438
439.1,0.0008772421548
440.3,0.0002917135318
441.4,0.000430357149
442.6,0.0004765519882
443.7,0.0005085562316
444.9,0.001028514086
446,0.001077915566
447.2,0.001765264574
448.3,0.000737035496
449.5,0.0003005313513
450.6,2.78E-05
451.8,-0.0001331908412
452.9,0.0008798265623
454.1,0.001144761225
455.2,0.001455856865
456.4,0.001017658912
457.5,0.0005663812461
458.7,0.0006675627336
459.8,0.001120138003
461,0.001490357626
462.1,0.001655979027
463.3,0.0009569027483
464.4,6.71E-05
465.6,-0.001194888862
466.7,-0.001218752288
467.9,-0.0009920966047
469,-0.0004234699348
470.2,-6.93E-06
471.3,0.0002638646266
472.5,0.0001865680399
473.6,-0.000242933155
474.8,-5.40E-05
475.9,7.46E-05
477.1,4.78E-05
478.2,0.0003986160221
479.4,0.0002522610181
480.5,0.001118745761
481.7,0.0002611484479
482.8,0.0004600658795
484,0.0002609361328
485.1,0.0008068386336
486.3,0.001133449008
487.4,0.001346837878
488.6,0.001046476988
489.7,0.001228946018
490.9,-0.0001133215065
492,-0.0004758009125
493.2,-0.001044386128
494.3,-9.92E-05
495.5,0.0006383980344
496.6,0.0008433474345
497.8,-0.000395074057
498.9,-0.0005254449177
500.1,-0.000858179242
501.2,0.0005664006158
502.4,-0.0002102776192
503.5,-4.99E-05
504.6,-0.001516474338
505.8,-0.001228160042
506.9,-0.001161959744
508.1,0.0003927112037
509.2,0.0003668794444
510.4,0.0009624481112
511.6,-0.0003985443968
512.6,-0.0002912945239
513.7,-0.0009234655306
514.7,-0.0008296251751
515.8,-0.0001368373388
516.9,0.0001750759321
517.9,0.0007591349874
519,0.0001553055975
520.1,-2.28E-05
521.1,5.63E-05
522.2,-4.69E-05
523.3,0.000454740046
524.3,0.0004987057503
525.4,0.0008420527942
526.5,-3.05E-05
527.5,0.0002184154298
528.6,-3.87E-05
529.7,0.0004295128732
530.7,-0.0007179681409
531.8,-0.0007559353581
532.9,-0.0004325568263
533.9,9.00E-05
535,5.15E-05
536.1,-0.0006982343858
537.1,-0.000457188311
538.2,-0.0003171740606
539.2,-0.0001839736219
540.3,-0.0002676886934
541.4,-3.00E-05
542.4,0.0003558272486
543.5,0.000226137999
544.6,0.0001354119908
545.6,-9.85E-05
546.7,0.0002511709293
547.8,0.0001090911645
548.8,0.0001778781579
549.9,3.87E-05
551,6.69E-05
552,0.0002506957376
553.1,0.000179147844
554.2,0.0001078753706
555.2,-0.0004144853843
556.3,-0.0004691451691
557.4,-0.0004977896126
558.4,-0.0003940304959
559.5,-0.0002891610547
560.6,-0.0002572970581
561.6,-0.0003654455288
562.7,5.55E-06
563.7,-0.0001710747713
564.8,-0.0001079955897
565.9,-0.0005167929344
566.9,-0.0004343157168
568,-0.0004145672917
569.1,1.98E-05
570.1,0.0006674022345
571.2,0.001025183612
572.3,0.0006468846345
573.3,0.0004321412604
574.4,6.60E-05
575.5,-5.34E-06
576.5,-0.0001996851362
577.6,-2.68E-05
578.7,0.00019979467
579.7,0.0002848959677
580.8,0.0007136168397
581.9,-0.0001466232936
582.9,-0.0004001746584
584,-0.0005890275566
585.1,0.0006606579779
586.1,0.0007210995644
587.2,0.0008750313161
588.3,0.0007929182829
589.3,0.0006333446895
590.4,7.94E-05
591.5,-0.0002572530017
592.6,-0.0003002554531
593.6,0.0002931026519
594.7,2.03E-05
595.8,-0.0001836727518
596.9,-0.0006909464232
598,-0.0003431385853
599,0.0001101005341
